,Card Identifier,Transaction Date,Transaction Time,Risk Assessment,Payment Method,Transaction Value,Merchant Location,Card Present Status,Chip Usage,Cross-border Transaction (Yes/No),Acquiring Institution ID,Merchant Identifier,Merchant Category Code (MCC),Fraud Indicator (Yes/No)
66501,card 740,2023-03-05,1900-01-01 17:31:02,747.0,Paypass - Contactless,23.95,USA,CP,Yes,No,acquirer 6,merchant 13,5813.0,No
31071,card 740,2023-03-08,1900-01-01 11:04:26,462.0,Online,7.84,USA,CNP,No,No,acquirer 6,merchant 1,5812.0,No
940,card 740,2023-03-09,1900-01-01 21:47:37,547.0,Online,14.0,USA,CNP,No,No,acquirer 120,merchant 53,5815.0,No
52803,card 740,2023-03-09,1900-01-01 23:46:32,622.0,Online,14.0,USA,CNP,No,No,acquirer 120,merchant 53,5815.0,No
69123,card 740,2023-03-10,1900-01-01 16:35:32,587.0,Online,100.0,USA,CNP,No,No,acquirer 41,merchant 260,7299.0,No
96084,card 740,2023-03-10,1900-01-01 21:06:45,862.0,Chip,23.95,USA,CP,Yes,No,acquirer 6,merchant 13,5813.0,No
1897,card 740,2023-03-11,1900-01-01 10:36:14,1142.0,Chip,33.75,USA,CP,Yes,No,acquirer 21,merchant 13,5813.0,No
50265,card 740,2023-03-11,1900-01-01 14:55:13,1397.0,Paypass - Contactless,70.16,USA,CP,Yes,No,acquirer 26,merchant 33,5912.0,No
14534,card 740,2023-03-14,1900-01-01 20:26:26,597.0,Paypass - Contactless,24.0,USA,CP,Yes,No,acquirer 6,merchant 13,5813.0,No
67864,card 740,2023-03-14,1900-01-01 08:13:34,1597.0,Subscription,37.8,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
78711,card 740,2023-03-14,1900-01-01 21:17:53,3472.0,Online,199.99,USA,CNP,No,No,acquirer 16,merchant 26,5816.0,Yes
97685,card 740,2023-03-14,1900-01-01 11:19:28,1202.0,Online,18.02,USA,CNP,No,No,acquirer 6,merchant 1,5812.0,No
1978,card 740,2023-03-18,1900-01-01 09:30:00,7.0,Online,99.99,USA,CNP,No,No,acquirer 16,merchant 26,5816.0,No
80500,card 740,2023-03-18,1900-01-01 09:32:34,7.0,Online,199.99,USA,CNP,No,No,acquirer 16,merchant 26,5816.0,No
83864,card 7455,2023-04-26,1900-01-01 02:50:51,557.0,Subscription,9.99,USA,CNP,No,No,acquirer 2,merchant 206,4899.0,Yes
84818,card 7473,2023-04-15,1900-01-01 02:00:14,3697.0,Online,85.8,LBN,CNP,No,Yes,acquirer 106,merchant 149,9399.0,Yes
16682,card 7480,2023-06-22,1900-01-01 20:11:28,817.0,Chip,12.08,USA,CP,Yes,No,acquirer 4,merchant 1,5812.0,Yes
91665,card 7616,2023-04-04,1900-01-01 22:15:42,1647.0,Phone,0.24,GBR,CNP,No,Yes,acquirer 83,merchant 101,8299.0,Yes
92159,card 7650,2023-04-05,1900-01-01 11:59:16,4232.0,Online,34.01,DEU,CNP,No,Yes,acquirer 10,merchant 1581,5995.0,Yes
93216,card 7710,2023-10-09,1900-01-01 14:50:47,3957.0,Online,54.98,USA,CNP,No,No,acquirer 45,merchant 92,5999.0,Yes
93347,card 7712,2023-03-10,1900-01-01 19:06:05,692.0,Online,25.9,USA,CNP,No,No,acquirer 398,merchant 90,8220.0,Yes
94128,card 7733,2023-09-08,1900-01-01 10:33:19,3947.0,Online,53.0,USA,CNP,No,No,acquirer 22,merchant 1013,5817.0,Yes
94942,card 7777,2023-10-25,1900-01-01 20:28:09,2522.0,Online,0.0,USA,CNP,No,No,acquirer 22,merchant 27,7372.0,No
96990,card 7777,2023-10-25,1900-01-01 20:55:44,3992.0,Subscription,2.99,USA,CNP,No,No,acquirer 22,merchant 27,7372.0,No
97289,card 7777,2023-10-25,1900-01-01 21:03:08,3947.0,Subscription,2.99,USA,CNP,No,No,acquirer 22,merchant 27,7372.0,Yes
99005,card 7777,2023-10-25,1900-01-01 20:15:34,2537.0,Subscription,2.99,USA,CNP,No,No,acquirer 22,merchant 27,7372.0,No
23826,card 782,2023-03-14,1900-01-01 04:43:42,1502.0,Online,45.0,USA,CNP,No,No,acquirer 41,merchant 260,7299.0,No
2975,card 782,2023-04-23,1900-01-01 18:51:08,1372.0,Magnetic Stripe,8.0,USA,CP,No,No,acquirer 45,merchant 215,7994.0,No
15837,card 782,2023-04-30,1900-01-01 18:35:52,777.0,Paypass - Contactless,11.06,USA,CP,Yes,No,acquirer 41,merchant 1,5812.0,No
84296,card 782,2023-05-06,1900-01-01 16:25:40,852.0,PayPass - Wallet,13.26,USA,CP,Yes,No,acquirer 496,merchant 2515,5699.0,No
45908,card 782,2023-05-17,1900-01-01 05:30:49,687.0,Online,5.92,USA,CNP,No,No,acquirer 1,merchant 348,5311.0,No
2599,card 782,2023-06-02,1900-01-01 20:02:42,112.0,Online,0.0,USA,CNP,No,No,acquirer 183,merchant 1,5812.0,No
80725,card 782,2023-06-05,1900-01-01 21:00:36,257.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 484,7339.0,No
41572,card 782,2023-06-08,1900-01-01 22:11:24,767.0,PayPass - Wallet,0.87,USA,CP,Yes,No,acquirer 18,merchant 1888,5411.0,No
52773,card 782,2023-06-08,1900-01-01 15:32:49,202.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
54273,card 782,2023-06-12,1900-01-01 17:01:51,832.0,Online,9.53,USA,CNP,No,No,acquirer 2,merchant 89,8999.0,No
67220,card 782,2023-06-17,1900-01-01 16:11:34,702.0,Online,16.5,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
1000,card 782,2023-07-08,1900-01-01 12:54:33,497.0,Online,4.63,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
47827,card 782,2023-07-14,1900-01-01 16:37:00,472.0,PayPass - Wallet,8.97,USA,CP,Yes,No,acquirer 24,merchant 63,5411.0,No
50246,card 782,2023-07-16,1900-01-01 17:47:08,352.0,PayPass - Wallet,7.15,USA,CP,Yes,No,acquirer 843,merchant 2061,5814.0,No
99379,card 782,2023-07-25,1900-01-01 17:18:27,317.0,PayPass - Wallet,11.14,USA,CP,Yes,No,acquirer 65,merchant 365,5814.0,No
62330,card 782,2023-08-06,1900-01-01 19:30:31,782.0,Online,7.12,USA,CNP,No,No,acquirer 2,merchant 174,4121.0,No
60134,card 782,2023-08-22,1900-01-01 21:30:00,327.0,PayPass - Wallet,3.29,USA,CP,Yes,No,acquirer 24,merchant 63,5411.0,No
69519,card 782,2023-08-24,1900-01-01 21:28:00,437.0,PayPass - Wallet,22.0,USA,CP,Yes,No,acquirer 65,merchant 444,5814.0,No
10929,card 782,2023-08-29,1900-01-01 13:10:23,407.0,Online,105.04,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
94948,card 782,2023-08-31,1900-01-01 19:53:00,372.0,PayPass - Wallet,25.14,USA,CP,Yes,No,acquirer 24,merchant 63,5411.0,No
54643,card 782,2023-09-01,1900-01-01 06:00:07,512.0,Online,4.41,USA,CNP,No,No,acquirer 1,merchant 4,5814.0,No
57615,card 782,2023-09-01,1900-01-01 02:41:12,392.0,Online,7.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
63015,card 782,2023-09-02,1900-01-01 17:24:52,292.0,PayPass - Wallet,9.56,USA,CP,Yes,No,acquirer 26,merchant 1,5812.0,No
65157,card 782,2023-09-04,1900-01-01 17:25:34,337.0,Online,10.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
87911,card 782,2023-09-22,1900-01-01 04:58:11,1207.0,Online,8.24,USA,CNP,No,No,acquirer 1,merchant 348,5311.0,No
30975,card 782,2023-10-03,1900-01-01 08:18:22,532.0,PayPass - Wallet,3.19,USA,CP,Yes,No,acquirer 48,merchant 45,5310.0,No
96232,card 782,2023-10-11,1900-01-01 00:14:37,1352.0,Online,11.62,USA,CNP,No,No,acquirer 2,merchant 89,8999.0,No
24576,card 782,2023-10-12,1900-01-01 00:28:00,382.0,PayPass - Wallet,25.72,USA,CP,Yes,No,acquirer 24,merchant 63,5411.0,No
37828,card 782,2023-10-14,1900-01-01 13:47:28,627.0,PayPass - Wallet,14.06,USA,CP,Yes,No,acquirer 55,merchant 46,5814.0,No
44652,card 782,2023-10-25,1900-01-01 22:26:51,342.0,Online,33.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
68249,card 782,2023-10-27,1900-01-01 18:19:21,297.0,Online,22.5,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
20681,card 782,2023-10-29,1900-01-01 22:15:08,317.0,Online,1.0,USA,CNP,No,No,acquirer 41,merchant 120,4829.0,No
7859,card 782,2023-11-02,1900-01-01 19:52:54,582.0,PayPass - Wallet,31.48,USA,CP,Yes,No,acquirer 65,merchant 963,7832.0,No
75174,card 782,2023-11-05,1900-01-01 02:02:36,3827.0,Online,45.38,GBR,CNP,No,Yes,acquirer 144,merchant 2362,5814.0,Yes
97977,card 7821,2023-01-10,1900-01-01 13:48:52,1412.0,Online,27.37,USA,CNP,No,No,acquirer 22,merchant 95,5399.0,Yes
98529,card 7844,2023-02-25,1900-01-01 10:42:33,467.0,Subscription,9.99,USA,CNP,No,No,acquirer 2,merchant 206,4899.0,Yes
98838,card 7847,2023-03-29,1900-01-01 08:59:14,1292.0,Subscription,0.17,GBR,CNP,No,Yes,acquirer 14,merchant 290,6300.0,Yes
99144,card 7853,2023-12-31,1900-01-01 02:34:22,2497.0,Unknown,236.5,USA,CNP,No,No,acquirer 21,merchant 921,3751.0,Yes
91391,card 818,2023-01-02,1900-01-01 12:47:26,1152.0,Online,24.86,GBR,CNP,No,Yes,acquirer 109,merchant 95,5399.0,No
78166,card 818,2023-01-10,1900-01-01 07:59:00,617.0,Online,18.34,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
70944,card 818,2023-01-12,1900-01-01 17:39:00,507.0,Subscription,1.22,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
3034,card 818,2023-01-13,,987.0,Subscription,27.56,USA,CNP,No,No,acquirer 2,merchant 92,5999.0,No
89496,card 818,2023-01-19,1900-01-01 09:27:03,1062.0,Online,28.23,GBR,CNP,No,Yes,acquirer 436,merchant 76,5999.0,No
15062,card 818,2023-01-21,1900-01-01 08:27:00,1347.0,Subscription,1.24,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
58631,card 818,2023-01-24,1900-01-01 19:29:17,1927.0,Subscription,9.92,GBR,CNP,No,Yes,acquirer 377,merchant 76,5999.0,No
73053,card 818,2023-01-24,1900-01-01 08:53:00,432.0,Subscription,1.25,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
45470,card 818,2023-01-27,1900-01-01 11:40:54,997.0,Subscription,256.07,GBR,CNP,No,Yes,acquirer 204,merchant 1962,5499.0,No
97224,card 818,2023-01-27,1900-01-01 04:44:31,1707.0,Subscription,20.68,NLD,CNP,No,Yes,acquirer 204,merchant 9,5812.0,No
23605,card 818,2023-01-30,,907.0,Subscription,105.69,USA,CNP,No,No,acquirer 2,merchant 92,5999.0,No
19414,card 818,2023-02-01,1900-01-01 05:10:27,702.0,Subscription,21.98,GBR,CNP,No,Yes,acquirer 377,merchant 95,5399.0,No
59941,card 818,2023-02-05,1900-01-01 10:17:28,1082.0,Online,146.66,GBR,CNP,No,Yes,acquirer 204,merchant 627,5691.0,No
26375,card 818,2023-02-08,1900-01-01 02:51:48,1052.0,Online,120.23,HKG,CNP,No,Yes,acquirer 465,merchant 298,5699.0,No
4018,card 818,2023-02-10,1900-01-01 04:31:52,697.0,Subscription,1.27,NLD,CNP,No,Yes,acquirer 204,merchant 2,4121.0,No
7456,card 818,2023-02-10,1900-01-01 18:13:00,337.0,Online,34.44,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
66962,card 818,2023-02-21,1900-01-01 20:30:00,357.0,Subscription,1.21,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
78026,card 818,2023-03-13,1900-01-01 13:40:33,1142.0,Online,31.91,GBR,CNP,No,Yes,acquirer 436,merchant 76,5999.0,No
81616,card 818,2023-03-16,1900-01-01 06:20:00,432.0,Online,18.02,USA,CNP,No,No,acquirer 2,merchant 30,8099.0,No
81933,card 818,2023-04-03,1900-01-01 19:28:07,2282.0,Subscription,11.17,GBR,CNP,No,Yes,acquirer 377,merchant 95,5399.0,No
3409,card 818,2023-04-05,1900-01-01 11:27:48,227.0,Online,3.0,USA,CNP,No,No,acquirer 2,merchant 2,5999.0,No
59237,card 818,2023-04-07,1900-01-01 06:11:01,467.0,Online,126.52,GBR,CNP,No,Yes,acquirer 204,merchant 544,8043.0,No
1051,card 818,2023-04-10,1900-01-01 11:15:11,742.0,Online,79.16,GBR,CNP,No,Yes,acquirer 204,merchant 322,5621.0,No
28110,card 818,2023-04-10,,867.0,Subscription,63.12,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
83441,card 818,2023-04-10,1900-01-01 00:44:24,552.0,Subscription,16.86,NLD,CNP,No,Yes,acquirer 204,merchant 2,4121.0,No
99817,card 818,2023-04-11,,822.0,Subscription,21.4,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
25050,card 818,2023-04-18,1900-01-01 06:12:10,197.0,Online,7.92,USA,CNP,No,No,acquirer 2,merchant 89,8999.0,No
51620,card 818,2023-04-21,,787.0,Subscription,30.2,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
7995,card 818,2023-04-23,,797.0,Subscription,44.8,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
6959,card 818,2023-04-26,,742.0,Subscription,21.4,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
44299,card 818,2023-04-27,,872.0,Subscription,44.88,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
99690,card 818,2023-05-03,1900-01-01 18:59:00,1262.0,Subscription,7.5,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
51251,card 818,2023-05-09,1900-01-01 04:29:36,197.0,Online,41.1,USA,CNP,No,No,acquirer 2,merchant 267,5621.0,No
85504,card 818,2023-05-20,,677.0,Subscription,47.91,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
91943,card 818,2023-05-20,1900-01-01 13:28:22,682.0,Subscription,26.01,GBR,CNP,No,Yes,acquirer 204,merchant 317,4814.0,No
40351,card 818,2023-05-21,1900-01-01 14:40:43,1122.0,Postal,35.0,USA,CNP,No,No,acquirer 65,merchant 220,5912.0,No
70772,card 818,2023-05-26,,122.0,Online,0.0,USA,CNP,No,No,acquirer 146,merchant 216,3000.0,No
91586,card 818,2023-05-27,,1307.0,Subscription,44.87,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
1735,card 818,2023-05-29,1900-01-01 06:15:00,747.0,Subscription,2.48,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
80447,card 818,2023-06-01,,612.0,Subscription,71.37,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
5168,card 818,2023-06-04,,1417.0,Online,11.28,LUX,CNP,No,Yes,acquirer 381,merchant 32,5968.0,No
80307,card 818,2023-06-04,1900-01-01 10:07:21,697.0,Subscription,73.52,USA,CNP,No,No,acquirer 6,merchant 5,5816.0,No
8516,card 818,2023-06-05,1900-01-01 16:22:15,292.0,Online,14.02,USA,CNP,No,No,acquirer 2,merchant 44,5969.0,No
43789,card 818,2023-06-05,1900-01-01 16:22:03,92.0,Online,0.0,USA,CNP,No,No,acquirer 2,merchant 89,8999.0,No
43322,card 818,2023-06-07,,482.0,Subscription,30.2,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
48627,card 818,2023-06-13,1900-01-01 05:08:58,712.0,Subscription,86.45,GBR,CNP,No,Yes,acquirer 204,merchant 1962,5499.0,No
68068,card 818,2023-06-24,,802.0,Subscription,69.56,USA,CNP,No,No,acquirer 146,merchant 17,4816.0,No
20308,card 818,2023-07-03,1900-01-01 12:56:24,467.0,Subscription,7.94,GBR,CNP,No,Yes,acquirer 204,merchant 1467,4899.0,No
74703,card 818,2023-07-11,1900-01-01 17:43:00,957.0,Online,14.8,GBR,CNP,No,Yes,acquirer 11,merchant 9,5812.0,No
43984,card 818,2023-07-18,1900-01-01 11:20:34,357.0,Online,24.55,USA,CNP,No,No,acquirer 204,merchant 787,5331.0,No
7834,card 818,2023-08-03,1900-01-01 18:37:00,577.0,Subscription,7.67,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
46454,card 818,2023-09-03,1900-01-01 03:08:17,577.0,Subscription,69.95,USA,CNP,No,No,acquirer 2,merchant 22,7372.0,No
49217,card 818,2023-09-05,1900-01-01 20:40:53,3147.0,Unknown,346.62,USA,CNP,No,No,acquirer 28,merchant 1779,3562.0,Yes
96034,card 818,2023-09-16,1900-01-01 13:18:23,312.0,Subscription,15.56,GBR,CNP,No,Yes,acquirer 204,merchant 317,4814.0,No
62693,card 818,2023-09-19,1900-01-01 22:48:00,747.0,Online,14.84,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
84357,card 818,2023-09-30,1900-01-01 12:02:00,882.0,Online,29.93,GBR,CNP,No,Yes,acquirer 11,merchant 2,4121.0,No
72821,card 818,2023-10-01,1900-01-01 07:23:47,2672.0,Online,44.08,USA,CNP,No,No,acquirer 6,merchant 796,4225.0,Yes
84335,card 818,2023-10-04,1900-01-01 06:41:04,327.0,Subscription,109.95,GBR,CNP,No,Yes,acquirer 204,merchant 1962,5499.0,Yes
52676,card 818,2023-10-10,,837.0,Subscription,63.76,USA,CNP,No,No,acquirer 58,merchant 92,5999.0,Yes
38272,card 818,2023-10-14,1900-01-01 22:32:48,3132.0,Unknown,206.73,USA,CNP,No,No,acquirer 21,merchant 1230,3504.0,Yes
63400,card 818,2023-10-16,1900-01-01 13:18:19,292.0,Subscription,15.28,GBR,CNP,No,Yes,acquirer 204,merchant 317,4814.0,Yes
46347,card 818,2023-10-22,1900-01-01 14:16:24,487.0,Subscription,121.55,GBR,CNP,No,Yes,acquirer 204,merchant 89,8999.0,Yes
8025,card 818,2023-10-23,1900-01-01 10:46:39,917.0,Magnetic Stripe,92.0,USA,CP,No,No,acquirer 1039,merchant 1,5812.0,Yes
18346,card 818,2023-10-29,1900-01-01 01:05:40,1282.0,Online,0.0,USA,CNP,No,No,acquirer 535,merchant 748,5311.0,No
19121,card 818,2023-10-29,1900-01-01 11:36:54,2192.0,Magnetic Stripe,51.54,USA,CP,No,No,acquirer 1039,merchant 1,5812.0,Yes
66051,card 818,2023-10-29,1900-01-01 11:55:03,4217.0,Online,383.2,USA,CNP,No,No,acquirer 49,merchant 2318,5733.0,No
75238,card 818,2023-10-29,1900-01-01 01:05:39,1227.0,Online,0.0,USA,CNP,No,No,acquirer 2,merchant 748,5311.0,No
24255,card 850,2023-01-12,1900-01-01 13:43:23,617.0,Online,64.81,USA,CNP,No,No,acquirer 6,merchant 76,5942.0,No
70991,card 850,2023-01-12,1900-01-01 11:56:59,172.0,Online,0.0,USA,CNP,No,No,acquirer 2,merchant 1060,5137.0,No
3480,card 850,2023-01-13,1900-01-01 19:28:37,1212.0,Paypass - Contactless,17.27,USA,CP,Yes,No,acquirer 26,merchant 33,5912.0,No
55707,card 850,2023-01-17,1900-01-01 16:15:04,487.0,Chip,6.5,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
58723,card 850,2023-01-21,1900-01-01 19:21:18,1462.0,Magnetic Stripe,3.0,USA,CP,No,No,acquirer 41,merchant 149,9399.0,No
98521,card 850,2023-01-27,1900-01-01 18:46:14,602.0,Magnetic Stripe,2.0,USA,CP,No,No,acquirer 41,merchant 149,9399.0,No
90333,card 850,2023-01-31,1900-01-01 11:46:28,437.0,Online,11.85,USA,CNP,No,No,acquirer 22,merchant 1,5812.0,No
19702,card 850,2023-02-13,1900-01-01 08:36:01,262.0,Online,0.0,USA,CNP,No,No,acquirer 22,merchant 176,5045.0,No
81832,card 850,2023-02-16,1900-01-01 20:48:56,1742.0,Online,10.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
38986,card 850,2023-02-22,1900-01-01 13:38:32,217.0,Online,12.36,USA,CNP,No,No,acquirer 22,merchant 1,5812.0,No
84121,card 850,2023-02-24,1900-01-01 14:00:23,197.0,Online,12.36,USA,CNP,No,No,acquirer 22,merchant 1,5812.0,No
9702,card 850,2023-02-25,1900-01-01 15:50:05,237.0,Online,6.18,USA,CNP,No,No,acquirer 22,merchant 1,5812.0,No
65292,card 850,2023-02-25,1900-01-01 19:13:39,512.0,Chip,28.92,USA,CP,Yes,No,acquirer 33,merchant 1,5812.0,No
59736,card 850,2023-02-26,1900-01-01 16:26:24,1947.0,Online,32.34,USA,CNP,No,No,acquirer 21,merchant 46,5814.0,No
42734,card 850,2023-02-28,1900-01-01 23:24:27,807.0,Online,0.0,USA,CNP,No,No,acquirer 6,merchant 122,5814.0,No
3458,card 850,2023-03-01,1900-01-01 13:15:30,577.0,Paypass - Contactless,20.51,USA,CP,Yes,No,acquirer 418,merchant 1,5812.0,No
12630,card 850,2023-03-02,1900-01-01 17:32:28,1767.0,Online,49.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
87030,card 850,2023-03-03,1900-01-01 22:16:26,1562.0,Online,49.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
80457,card 850,2023-03-05,1900-01-01 15:27:08,927.0,Online,47.86,USA,CNP,No,No,acquirer 2,merchant 210,5812.0,No
47056,card 850,2023-03-06,1900-01-01 19:16:44,707.0,Subscription,10.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
71905,card 850,2023-03-08,1900-01-01 14:39:31,547.0,Online,12.36,USA,CNP,No,No,acquirer 22,merchant 1,5812.0,No
73917,card 850,2023-03-10,1900-01-01 16:59:11,227.0,Online,6.18,USA,CNP,No,No,acquirer 22,merchant 1,5812.0,No
13686,card 850,2023-03-18,1900-01-01 01:09:31,632.0,Online,24.81,USA,CNP,No,No,acquirer 45,merchant 1258,5812.0,No
5420,card 850,2023-03-20,1900-01-01 06:47:24,627.0,Subscription,19.95,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
68680,card 850,2023-03-20,1900-01-01 09:19:56,302.0,Online,12.88,USA,CNP,No,No,acquirer 22,merchant 1,5812.0,No
39162,card 850,2023-03-21,1900-01-01 21:03:14,1287.0,Magnetic Stripe,85.97,USA,CP,No,No,acquirer 18,merchant 1,5812.0,No
76829,card 850,2023-03-21,1900-01-01 14:16:48,612.0,Paypass - Contactless,6.45,USA,CP,Yes,No,acquirer 6,merchant 109,5814.0,No
27564,card 850,2023-03-27,1900-01-01 17:40:28,1257.0,Online,159.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
22654,card 850,2023-03-30,1900-01-01 16:52:20,762.0,Chip,31.98,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
45037,card 850,2023-03-30,1900-01-01 19:27:00,1167.0,Chip,17.0,USA,CP,Yes,No,acquirer 25,merchant 4,5814.0,No
64436,card 850,2023-03-30,1900-01-01 14:10:34,477.0,Chip,6.25,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
13721,card 850,2023-04-06,1900-01-01 20:16:45,567.0,Subscription,10.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
13720,card 850,2023-04-07,1900-01-01 23:07:03,1322.0,Online,79.99,USA,CNP,No,No,acquirer 516,merchant 141,5967.0,No
24177,card 850,2023-04-11,1900-01-01 01:32:04,942.0,Subscription,49.98,USA,CNP,No,No,acquirer 97,merchant 539,5818.0,No
39257,card 850,2023-04-13,1900-01-01 17:34:48,587.0,Paypass - Contactless,12.0,USA,CP,Yes,No,acquirer 55,merchant 34,7523.0,No
76666,card 850,2023-04-13,1900-01-01 16:04:41,1122.0,Paypass - Contactless,169.0,USA,CP,Yes,No,acquirer 22,merchant 21,5691.0,No
14608,card 850,2023-04-17,1900-01-01 21:32:56,547.0,Chip,29.97,USA,CP,Yes,No,acquirer 45,merchant 1,5812.0,No
65343,card 850,2023-04-17,1900-01-01 15:31:54,582.0,Chip,28.75,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
28625,card 850,2023-04-20,1900-01-01 03:29:10,1052.0,Subscription,28.97,USA,CNP,No,No,acquirer 6,merchant 539,5818.0,No
87323,card 850,2023-04-20,1900-01-01 15:17:05,107.0,Online,0.0,USA,CNP,No,No,acquirer 29,merchant 610,5200.0,No
77889,card 850,2023-04-21,1900-01-01 00:15:14,1197.0,Online,37.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
27708,card 850,2023-04-24,1900-01-01 16:08:05,1912.0,Online,185.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
43961,card 850,2023-04-25,1900-01-01 08:52:08,2087.0,Online,185.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
93244,card 850,2023-04-25,1900-01-01 21:26:30,2017.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
85114,card 850,2023-04-26,1900-01-01 01:16:01,2017.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
13810,card 850,2023-04-28,1900-01-01 01:17:48,1682.0,Online,185.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
59782,card 850,2023-04-28,1900-01-01 15:41:02,457.0,Chip,30.7,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
12003,card 850,2023-04-29,1900-01-01 17:05:08,347.0,Magnetic Stripe,9.99,USA,CP,No,No,acquirer 6,merchant 1183,5712.0,No
32259,card 850,2023-05-01,1900-01-01 15:04:09,517.0,Paypass - Contactless,10.0,USA,CP,Yes,No,acquirer 127,merchant 506,7338.0,No
30514,card 850,2023-05-02,1900-01-01 15:18:58,477.0,Chip,5.75,USA,CP,Yes,No,acquirer 6,merchant 46,5814.0,No
80612,card 850,2023-05-02,,477.0,Online,0.0,USA,CNP,No,No,acquirer 47,merchant 44,5969.0,No
82694,card 850,2023-05-02,1900-01-01 18:26:00,692.0,Paypass - Contactless,96.26,USA,CP,Yes,No,acquirer 24,merchant 63,5411.0,No
95250,card 850,2023-05-06,1900-01-01 18:23:50,1547.0,Online,265.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
46126,card 850,2023-05-07,1900-01-01 09:00:25,1407.0,Online,318.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
46130,card 850,2023-05-08,1900-01-01 22:19:21,697.0,Online,74.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
47656,card 850,2023-05-08,1900-01-01 00:07:56,1002.0,Chip,91.67,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
40919,card 850,2023-05-09,1900-01-01 23:07:15,1187.0,Online,265.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
80188,card 850,2023-05-10,1900-01-01 18:15:36,387.0,Paypass - Contactless,24.99,USA,CP,Yes,No,acquirer 18,merchant 1,5812.0,No
92516,card 850,2023-05-12,1900-01-01 14:32:37,407.0,Paypass - Contactless,10.0,USA,CP,Yes,No,acquirer 127,merchant 506,7338.0,No
59525,card 850,2023-05-13,1900-01-01 18:55:35,797.0,Paypass - Contactless,39.5,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
6735,card 850,2023-05-14,1900-01-01 12:06:42,577.0,Chip,5.75,USA,CP,Yes,No,acquirer 6,merchant 1,5812.0,No
12604,card 850,2023-05-16,1900-01-01 21:08:24,577.0,Chip,17.99,USA,CP,Yes,No,acquirer 45,merchant 1,5812.0,No
16847,card 850,2023-05-17,1900-01-01 12:12:48,1952.0,Online,265.0,USA,CNP,No,No,acquirer 16,merchant 1013,7311.0,No
