,Card Identifier,Number of Transactions,Non-Fraudulent Transactions,Fraudulent Transactions,proportion_of_fraudulent_transactions
713,card 1640,19,19.0,0.0,0.0
712,card 164,114,114.0,0.0,0.0
711,card 1639,12,12.0,0.0,0.0
710,card 1638,28,28.0,0.0,0.0
709,card 1637,12,12.0,0.0,0.0
708,card 1636,80,80.0,0.0,0.0
707,card 1635,4,4.0,0.0,0.0
706,card 1634,18,18.0,0.0,0.0
705,card 1633,34,34.0,0.0,0.0
704,card 1632,10,10.0,0.0,0.0
703,card 1631,26,26.0,0.0,0.0
702,card 1630,49,49.0,0.0,0.0
701,card 163,14,14.0,0.0,0.0
700,card 1629,53,53.0,0.0,0.0
699,card 1628,2,2.0,0.0,0.0
698,card 1627,25,25.0,0.0,0.0
697,card 1626,7,7.0,0.0,0.0
696,card 1625,7,7.0,0.0,0.0
695,card 1624,2,2.0,0.0,0.0
694,card 1623,18,18.0,0.0,0.0
693,card 1622,8,8.0,0.0,0.0
692,card 1621,16,16.0,0.0,0.0
691,card 1620,21,21.0,0.0,0.0
690,card 162,76,76.0,0.0,0.0
689,card 1619,50,50.0,0.0,0.0
688,card 1618,31,31.0,0.0,0.0
687,card 1617,6,6.0,0.0,0.0
714,card 1641,22,22.0,0.0,0.0
715,card 1642,34,34.0,0.0,0.0
716,card 1643,21,21.0,0.0,0.0
731,card 1657,15,15.0,0.0,0.0
744,card 1669,32,32.0,0.0,0.0
743,card 1668,47,47.0,0.0,0.0
742,card 1667,3,3.0,0.0,0.0
741,card 1666,3,3.0,0.0,0.0
740,card 1665,4,4.0,0.0,0.0
739,card 1664,5,5.0,0.0,0.0
737,card 1662,17,17.0,0.0,0.0
736,card 1661,7,7.0,0.0,0.0
735,card 1660,1,1.0,0.0,0.0
734,card 166,26,26.0,0.0,0.0
733,card 1659,28,28.0,0.0,0.0
732,card 1658,14,14.0,0.0,0.0
730,card 1656,85,85.0,0.0,0.0
717,card 1644,60,60.0,0.0,0.0
729,card 1655,6,6.0,0.0,0.0
728,card 1654,17,17.0,0.0,0.0
727,card 1653,34,34.0,0.0,0.0
726,card 1652,33,33.0,0.0,0.0
725,card 1651,6,6.0,0.0,0.0
724,card 1650,15,15.0,0.0,0.0
723,card 165,67,67.0,0.0,0.0
722,card 1649,5,5.0,0.0,0.0
721,card 1648,27,27.0,0.0,0.0
720,card 1647,20,20.0,0.0,0.0
719,card 1646,1,1.0,0.0,0.0
718,card 1645,1,1.0,0.0,0.0
686,card 1616,3,3.0,0.0,0.0
685,card 1615,6,6.0,0.0,0.0
684,card 1614,2,2.0,0.0,0.0
638,card 1573,21,21.0,0.0,0.0
650,card 1584,83,83.0,0.0,0.0
649,card 1583,4,4.0,0.0,0.0
648,card 1582,28,28.0,0.0,0.0
647,card 1581,30,30.0,0.0,0.0
646,card 1580,1,1.0,0.0,0.0
645,card 158,19,19.0,0.0,0.0
644,card 1579,28,28.0,0.0,0.0
643,card 1578,1,1.0,0.0,0.0
642,card 1577,17,17.0,0.0,0.0
641,card 1576,46,46.0,0.0,0.0
640,card 1575,19,19.0,0.0,0.0
639,card 1574,11,11.0,0.0,0.0
637,card 1572,5,5.0,0.0,0.0
652,card 1586,44,44.0,0.0,0.0
636,card 1571,16,16.0,0.0,0.0
635,card 1570,15,15.0,0.0,0.0
634,card 157,39,39.0,0.0,0.0
633,card 1569,6,6.0,0.0,0.0
632,card 1568,2,2.0,0.0,0.0
631,card 1567,2,2.0,0.0,0.0
630,card 1566,11,11.0,0.0,0.0
629,card 1565,25,25.0,0.0,0.0
628,card 1564,3,3.0,0.0,0.0
627,card 1563,12,12.0,0.0,0.0
626,card 1562,28,28.0,0.0,0.0
625,card 1561,32,32.0,0.0,0.0
651,card 1585,60,60.0,0.0,0.0
653,card 1587,34,34.0,0.0,0.0
683,card 1613,26,26.0,0.0,0.0
670,card 1601,5,5.0,0.0,0.0
682,card 1612,5,5.0,0.0,0.0
681,card 1611,29,29.0,0.0,0.0
680,card 1610,12,12.0,0.0,0.0
679,card 161,45,45.0,0.0,0.0
678,card 1609,6,6.0,0.0,0.0
677,card 1608,18,18.0,0.0,0.0
676,card 1607,37,37.0,0.0,0.0
675,card 1606,81,81.0,0.0,0.0
674,card 1605,3,3.0,0.0,0.0
673,card 1604,51,51.0,0.0,0.0
672,card 1603,2,2.0,0.0,0.0
671,card 1602,14,14.0,0.0,0.0
669,card 1600,9,9.0,0.0,0.0
654,card 1588,11,11.0,0.0,0.0
667,card 16,50,50.0,0.0,0.0
666,card 1599,7,7.0,0.0,0.0
665,card 1598,2,2.0,0.0,0.0
664,card 1597,6,6.0,0.0,0.0
662,card 1595,2,2.0,0.0,0.0
661,card 1594,9,9.0,0.0,0.0
660,card 1593,99,99.0,0.0,0.0
659,card 1592,29,29.0,0.0,0.0
658,card 1591,12,12.0,0.0,0.0
657,card 1590,19,19.0,0.0,0.0
656,card 159,46,46.0,0.0,0.0
655,card 1589,41,41.0,0.0,0.0
1987,card 2788,8,8.0,0.0,0.0
1989,card 279,88,88.0,0.0,0.0
3979,card 4580,2,2.0,0.0,0.0
3294,card 3964,4,4.0,0.0,0.0
3324,card 3991,2,2.0,0.0,0.0
3323,card 3990,4,4.0,0.0,0.0
3322,card 399,70,70.0,0.0,0.0
3321,card 3989,8,8.0,0.0,0.0
3320,card 3988,6,6.0,0.0,0.0
3319,card 3987,1,1.0,0.0,0.0
3318,card 3986,9,9.0,0.0,0.0
3317,card 3985,6,6.0,0.0,0.0
3315,card 3983,1,1.0,0.0,0.0
3314,card 3982,8,8.0,0.0,0.0
3313,card 3981,6,6.0,0.0,0.0
3312,card 3980,17,17.0,0.0,0.0
3311,card 398,72,72.0,0.0,0.0
3310,card 3979,2,2.0,0.0,0.0
3309,card 3978,7,7.0,0.0,0.0
3308,card 3977,7,7.0,0.0,0.0
3307,card 3976,9,9.0,0.0,0.0
3306,card 3975,8,8.0,0.0,0.0
3305,card 3974,10,10.0,0.0,0.0
3304,card 3973,2,2.0,0.0,0.0
3303,card 3972,20,20.0,0.0,0.0
3302,card 3971,5,5.0,0.0,0.0
3301,card 3970,2,2.0,0.0,0.0
3299,card 3969,5,5.0,0.0,0.0
3298,card 3968,10,10.0,0.0,0.0
3297,card 3967,10,10.0,0.0,0.0
3296,card 3966,2,2.0,0.0,0.0
3325,card 3992,3,3.0,0.0,0.0
3326,card 3993,7,7.0,0.0,0.0
3327,card 3994,3,3.0,0.0,0.0
3342,card 4006,6,6.0,0.0,0.0
3355,card 4018,5,5.0,0.0,0.0
3354,card 4017,1,1.0,0.0,0.0
3353,card 4016,1,1.0,0.0,0.0
3352,card 4015,3,3.0,0.0,0.0
3351,card 4014,1,1.0,0.0,0.0
3350,card 4013,1,1.0,0.0,0.0
3349,card 4012,3,3.0,0.0,0.0
3348,card 4011,1,1.0,0.0,0.0
3346,card 401,33,33.0,0.0,0.0
3345,card 4009,8,8.0,0.0,0.0
3344,card 4008,1,1.0,0.0,0.0
3343,card 4007,1,1.0,0.0,0.0
3341,card 4005,7,7.0,0.0,0.0
3328,card 3995,3,3.0,0.0,0.0
3340,card 4004,2,2.0,0.0,0.0
3339,card 4003,7,7.0,0.0,0.0
3338,card 4002,2,2.0,0.0,0.0
3337,card 4001,1,1.0,0.0,0.0
3336,card 4000,13,13.0,0.0,0.0
3335,card 400,26,26.0,0.0,0.0
3334,card 40,54,54.0,0.0,0.0
3333,card 4,57,57.0,0.0,0.0
3332,card 3999,3,3.0,0.0,0.0
3331,card 3998,4,4.0,0.0,0.0
3330,card 3997,5,5.0,0.0,0.0
3329,card 3996,3,3.0,0.0,0.0
3295,card 3965,2,2.0,0.0,0.0
3293,card 3963,14,14.0,0.0,0.0
3357,card 402,1,1.0,0.0,0.0
3292,card 3962,1,1.0,0.0,0.0
3259,card 3932,14,14.0,0.0,0.0
3258,card 3931,6,6.0,0.0,0.0
3257,card 3930,12,12.0,0.0,0.0
3256,card 393,37,37.0,0.0,0.0
3254,card 3928,7,7.0,0.0,0.0
3253,card 3927,4,4.0,0.0,0.0
3252,card 3926,1,1.0,0.0,0.0
3251,card 3925,4,4.0,0.0,0.0
3250,card 3924,4,4.0,0.0,0.0
3249,card 3923,16,16.0,0.0,0.0
3248,card 3922,5,5.0,0.0,0.0
3247,card 3921,3,3.0,0.0,0.0
3246,card 3920,11,11.0,0.0,0.0
3245,card 392,130,130.0,0.0,0.0
3244,card 3919,14,14.0,0.0,0.0
3243,card 3918,6,6.0,0.0,0.0
3242,card 3917,3,3.0,0.0,0.0
3241,card 3916,1,1.0,0.0,0.0
3240,card 3915,14,14.0,0.0,0.0
3239,card 3914,6,6.0,0.0,0.0
3238,card 3913,2,2.0,0.0,0.0
3237,card 3912,3,3.0,0.0,0.0
3236,card 3911,5,5.0,0.0,0.0
3235,card 3910,2,2.0,0.0,0.0
3234,card 391,97,97.0,0.0,0.0
3233,card 3909,3,3.0,0.0,0.0
3232,card 3908,2,2.0,0.0,0.0
3260,card 3933,2,2.0,0.0,0.0
3261,card 3934,2,2.0,0.0,0.0
3262,card 3935,8,8.0,0.0,0.0
3279,card 3950,21,21.0,0.0,0.0
3291,card 3961,8,8.0,0.0,0.0
3290,card 3960,3,3.0,0.0,0.0
3289,card 396,53,53.0,0.0,0.0
3288,card 3959,10,10.0,0.0,0.0
3287,card 3958,3,3.0,0.0,0.0
3286,card 3957,2,2.0,0.0,0.0
3285,card 3956,1,1.0,0.0,0.0
3284,card 3955,2,2.0,0.0,0.0
3283,card 3954,9,9.0,0.0,0.0
3282,card 3953,1,1.0,0.0,0.0
3281,card 3952,1,1.0,0.0,0.0
3280,card 3951,4,4.0,0.0,0.0
3278,card 395,115,115.0,0.0,0.0
3263,card 3936,3,3.0,0.0,0.0
3277,card 3949,3,3.0,0.0,0.0
3276,card 3948,5,5.0,0.0,0.0
3275,card 3947,4,4.0,0.0,0.0
3274,card 3946,4,4.0,0.0,0.0
3273,card 3945,24,24.0,0.0,0.0
3271,card 3943,1,1.0,0.0,0.0
3270,card 3942,10,10.0,0.0,0.0
3269,card 3941,5,5.0,0.0,0.0
3268,card 3940,1,1.0,0.0,0.0
3267,card 394,11,11.0,0.0,0.0
3266,card 3939,3,3.0,0.0,0.0
3264,card 3937,23,23.0,0.0,0.0
3356,card 4019,2,2.0,0.0,0.0
3358,card 4020,6,6.0,0.0,0.0
2980,card 3681,3,3.0,0.0,0.0
3421,card 4078,7,7.0,0.0,0.0
3449,card 4102,6,6.0,0.0,0.0
3448,card 4101,10,10.0,0.0,0.0
3447,card 4100,6,6.0,0.0,0.0
3446,card 410,21,21.0,0.0,0.0
3445,card 41,52,52.0,0.0,0.0
3444,card 4099,7,7.0,0.0,0.0
3443,card 4098,8,8.0,0.0,0.0
3442,card 4097,3,3.0,0.0,0.0
3441,card 4096,3,3.0,0.0,0.0
3440,card 4095,1,1.0,0.0,0.0
3439,card 4094,6,6.0,0.0,0.0
3438,card 4093,1,1.0,0.0,0.0
3437,card 4092,13,13.0,0.0,0.0
3436,card 4091,2,2.0,0.0,0.0
3435,card 4090,4,4.0,0.0,0.0
3434,card 409,2,2.0,0.0,0.0
3433,card 4089,5,5.0,0.0,0.0
3432,card 4088,2,2.0,0.0,0.0
3431,card 4087,15,15.0,0.0,0.0
3430,card 4086,4,4.0,0.0,0.0
3429,card 4085,2,2.0,0.0,0.0
3428,card 4084,2,2.0,0.0,0.0
3427,card 4083,5,5.0,0.0,0.0
3426,card 4082,2,2.0,0.0,0.0
3425,card 4081,1,1.0,0.0,0.0
3424,card 4080,8,8.0,0.0,0.0
3423,card 408,12,12.0,0.0,0.0
3450,card 4103,2,2.0,0.0,0.0
3451,card 4104,5,5.0,0.0,0.0
3452,card 4105,16,16.0,0.0,0.0
3467,card 4119,1,1.0,0.0,0.0
3480,card 4130,1,1.0,0.0,0.0
3479,card 413,5,5.0,0.0,0.0
3478,card 4129,1,1.0,0.0,0.0
3477,card 4128,3,3.0,0.0,0.0
3476,card 4127,1,1.0,0.0,0.0
3475,card 4126,7,7.0,0.0,0.0
3474,card 4125,5,5.0,0.0,0.0
3473,card 4124,9,9.0,0.0,0.0
3472,card 4123,5,5.0,0.0,0.0
3471,card 4122,1,1.0,0.0,0.0
3470,card 4121,1,1.0,0.0,0.0
3469,card 4120,3,3.0,0.0,0.0
3466,card 4118,1,1.0,0.0,0.0
3453,card 4106,3,3.0,0.0,0.0
3465,card 4117,2,2.0,0.0,0.0
3464,card 4116,2,2.0,0.0,0.0
3463,card 4115,2,2.0,0.0,0.0
3462,card 4114,3,3.0,0.0,0.0
3461,card 4113,2,2.0,0.0,0.0
3460,card 4112,4,4.0,0.0,0.0
3459,card 4111,13,13.0,0.0,0.0
3458,card 4110,6,6.0,0.0,0.0
3457,card 411,203,203.0,0.0,0.0
3456,card 4109,2,2.0,0.0,0.0
3455,card 4108,4,4.0,0.0,0.0
3454,card 4107,7,7.0,0.0,0.0
3422,card 4079,2,2.0,0.0,0.0
3420,card 4077,6,6.0,0.0,0.0
3359,card 4021,9,9.0,0.0,0.0
3419,card 4076,9,9.0,0.0,0.0
3387,card 4047,3,3.0,0.0,0.0
3386,card 4046,2,2.0,0.0,0.0
3385,card 4045,11,11.0,0.0,0.0
3384,card 4044,3,3.0,0.0,0.0
3383,card 4043,12,12.0,0.0,0.0
3382,card 4042,4,4.0,0.0,0.0
3381,card 4041,7,7.0,0.0,0.0
3380,card 4040,6,6.0,0.0,0.0
3379,card 404,70,70.0,0.0,0.0
3378,card 4039,1,1.0,0.0,0.0
3377,card 4038,13,13.0,0.0,0.0
3376,card 4037,8,8.0,0.0,0.0
3375,card 4036,5,5.0,0.0,0.0
3374,card 4035,4,4.0,0.0,0.0
3372,card 4033,3,3.0,0.0,0.0
3371,card 4032,8,8.0,0.0,0.0
3370,card 4031,3,3.0,0.0,0.0
3369,card 4030,1,1.0,0.0,0.0
3368,card 403,55,55.0,0.0,0.0
3367,card 4029,7,7.0,0.0,0.0
3366,card 4028,3,3.0,0.0,0.0
3365,card 4027,23,23.0,0.0,0.0
3364,card 4026,7,7.0,0.0,0.0
3363,card 4025,16,16.0,0.0,0.0
3362,card 4024,4,4.0,0.0,0.0
3361,card 4023,7,7.0,0.0,0.0
3360,card 4022,4,4.0,0.0,0.0
3388,card 4048,3,3.0,0.0,0.0
3389,card 4049,9,9.0,0.0,0.0
3390,card 405,54,54.0,0.0,0.0
3406,card 4064,1,1.0,0.0,0.0
3418,card 4075,11,11.0,0.0,0.0
3417,card 4074,8,8.0,0.0,0.0
3416,card 4073,4,4.0,0.0,0.0
3415,card 4072,1,1.0,0.0,0.0
3414,card 4071,4,4.0,0.0,0.0
3413,card 4070,7,7.0,0.0,0.0
3412,card 407,208,208.0,0.0,0.0
3411,card 4069,5,5.0,0.0,0.0
3410,card 4068,2,2.0,0.0,0.0
3409,card 4067,13,13.0,0.0,0.0
3408,card 4066,9,9.0,0.0,0.0
3407,card 4065,7,7.0,0.0,0.0
3405,card 4063,8,8.0,0.0,0.0
3391,card 4050,3,3.0,0.0,0.0
3404,card 4062,1,1.0,0.0,0.0
3403,card 4061,1,1.0,0.0,0.0
3402,card 4060,8,8.0,0.0,0.0
3401,card 406,5,5.0,0.0,0.0
3400,card 4059,1,1.0,0.0,0.0
3399,card 4058,1,1.0,0.0,0.0
3397,card 4056,17,17.0,0.0,0.0
3396,card 4055,4,4.0,0.0,0.0
3395,card 4054,5,5.0,0.0,0.0
3394,card 4053,6,6.0,0.0,0.0
3393,card 4052,21,21.0,0.0,0.0
3392,card 4051,4,4.0,0.0,0.0
3231,card 3907,1,1.0,0.0,0.0
3230,card 3906,13,13.0,0.0,0.0
3229,card 3905,9,9.0,0.0,0.0
3042,card 3737,1,1.0,0.0,0.0
3071,card 3763,7,7.0,0.0,0.0
3070,card 3762,15,15.0,0.0,0.0
3069,card 3761,9,9.0,0.0,0.0
3068,card 3760,7,7.0,0.0,0.0
3067,card 376,155,155.0,0.0,0.0
3066,card 3759,3,3.0,0.0,0.0
3065,card 3758,4,4.0,0.0,0.0
3064,card 3757,5,5.0,0.0,0.0
3063,card 3756,14,14.0,0.0,0.0
3062,card 3755,3,3.0,0.0,0.0
3061,card 3754,1,1.0,0.0,0.0
3060,card 3753,5,5.0,0.0,0.0
3059,card 3752,11,11.0,0.0,0.0
3057,card 3750,5,5.0,0.0,0.0
3056,card 375,16,16.0,0.0,0.0
3055,card 3749,1,1.0,0.0,0.0
3054,card 3748,4,4.0,0.0,0.0
3053,card 3747,10,10.0,0.0,0.0
3052,card 3746,5,5.0,0.0,0.0
3051,card 3745,2,2.0,0.0,0.0
3050,card 3744,5,5.0,0.0,0.0
3049,card 3743,8,8.0,0.0,0.0
3048,card 3742,5,5.0,0.0,0.0
3047,card 3741,11,11.0,0.0,0.0
3046,card 3740,3,3.0,0.0,0.0
3045,card 374,73,73.0,0.0,0.0
3044,card 3739,1,1.0,0.0,0.0
3072,card 3764,4,4.0,0.0,0.0
3073,card 3765,3,3.0,0.0,0.0
3074,card 3766,4,4.0,0.0,0.0
3089,card 378,32,32.0,0.0,0.0
3102,card 3791,8,8.0,0.0,0.0
3101,card 3790,2,2.0,0.0,0.0
3100,card 379,35,35.0,0.0,0.0
3099,card 3789,24,24.0,0.0,0.0
3098,card 3788,12,12.0,0.0,0.0
3096,card 3786,14,14.0,0.0,0.0
3095,card 3785,7,7.0,0.0,0.0
3094,card 3784,1,1.0,0.0,0.0
3093,card 3783,1,1.0,0.0,0.0
3092,card 3782,3,3.0,0.0,0.0
3091,card 3781,8,8.0,0.0,0.0
3090,card 3780,15,15.0,0.0,0.0
3088,card 3779,12,12.0,0.0,0.0
3075,card 3767,4,4.0,0.0,0.0
3087,card 3778,6,6.0,0.0,0.0
3086,card 3777,1,1.0,0.0,0.0
3085,card 3776,5,5.0,0.0,0.0
3084,card 3775,1,1.0,0.0,0.0
3083,card 3774,5,5.0,0.0,0.0
3082,card 3773,2,2.0,0.0,0.0
3081,card 3772,5,5.0,0.0,0.0
3080,card 3771,2,2.0,0.0,0.0
3079,card 3770,1,1.0,0.0,0.0
3078,card 377,82,82.0,0.0,0.0
3077,card 3769,7,7.0,0.0,0.0
3076,card 3768,2,2.0,0.0,0.0
3043,card 3738,3,3.0,0.0,0.0
3040,card 3735,1,1.0,0.0,0.0
3228,card 3904,11,11.0,0.0,0.0
3039,card 3734,4,4.0,0.0,0.0
3008,card 3706,7,7.0,0.0,0.0
3007,card 3705,15,15.0,0.0,0.0
3006,card 3704,3,3.0,0.0,0.0
3005,card 3703,9,9.0,0.0,0.0
3004,card 3702,7,7.0,0.0,0.0
3003,card 3701,4,4.0,0.0,0.0
3002,card 3700,8,8.0,0.0,0.0
3001,card 370,99,99.0,0.0,0.0
3000,card 37,72,72.0,0.0,0.0
2999,card 3699,11,11.0,0.0,0.0
2998,card 3698,5,5.0,0.0,0.0
2997,card 3697,6,6.0,0.0,0.0
2996,card 3696,9,9.0,0.0,0.0
2995,card 3695,7,7.0,0.0,0.0
2994,card 3694,2,2.0,0.0,0.0
2993,card 3693,5,5.0,0.0,0.0
2992,card 3692,11,11.0,0.0,0.0
2991,card 3691,10,10.0,0.0,0.0
2990,card 3690,2,2.0,0.0,0.0
2989,card 369,9,9.0,0.0,0.0
2988,card 3689,7,7.0,0.0,0.0
2987,card 3688,1,1.0,0.0,0.0
2986,card 3687,5,5.0,0.0,0.0
2985,card 3686,13,13.0,0.0,0.0
2984,card 3685,7,7.0,0.0,0.0
2983,card 3684,1,1.0,0.0,0.0
2982,card 3683,1,1.0,0.0,0.0
3009,card 3707,14,14.0,0.0,0.0
3010,card 3708,3,3.0,0.0,0.0
3011,card 3709,2,2.0,0.0,0.0
3026,card 3722,20,20.0,0.0,0.0
3038,card 3733,3,3.0,0.0,0.0
3037,card 3732,12,12.0,0.0,0.0
3036,card 3731,2,2.0,0.0,0.0
3035,card 3730,5,5.0,0.0,0.0
3034,card 373,55,55.0,0.0,0.0
3033,card 3729,19,19.0,0.0,0.0
3032,card 3728,2,2.0,0.0,0.0
3031,card 3727,5,5.0,0.0,0.0
3030,card 3726,3,3.0,0.0,0.0
3029,card 3725,3,3.0,0.0,0.0
3028,card 3724,6,6.0,0.0,0.0
3027,card 3723,9,9.0,0.0,0.0
3025,card 3721,6,6.0,0.0,0.0
3012,card 371,27,27.0,0.0,0.0
3024,card 3720,3,3.0,0.0,0.0
3023,card 372,89,89.0,0.0,0.0
3022,card 3719,26,26.0,0.0,0.0
3021,card 3718,8,8.0,0.0,0.0
3020,card 3717,2,2.0,0.0,0.0
3019,card 3716,13,13.0,0.0,0.0
3018,card 3715,6,6.0,0.0,0.0
3017,card 3714,18,18.0,0.0,0.0
3016,card 3713,1,1.0,0.0,0.0
3015,card 3712,1,1.0,0.0,0.0
3014,card 3711,4,4.0,0.0,0.0
3013,card 3710,4,4.0,0.0,0.0
3103,card 3792,14,14.0,0.0,0.0
3104,card 3793,22,22.0,0.0,0.0
3105,card 3794,19,19.0,0.0,0.0
3106,card 3795,11,11.0,0.0,0.0
3197,card 3877,1,1.0,0.0,0.0
3196,card 3876,8,8.0,0.0,0.0
3195,card 3875,6,6.0,0.0,0.0
3194,card 3874,2,2.0,0.0,0.0
3193,card 3873,4,4.0,0.0,0.0
3192,card 3872,3,3.0,0.0,0.0
3191,card 3871,6,6.0,0.0,0.0
3190,card 3870,2,2.0,0.0,0.0
3189,card 387,37,37.0,0.0,0.0
3188,card 3869,1,1.0,0.0,0.0
3187,card 3868,6,6.0,0.0,0.0
3186,card 3867,4,4.0,0.0,0.0
3184,card 3865,4,4.0,0.0,0.0
3183,card 3864,1,1.0,0.0,0.0
3182,card 3863,3,3.0,0.0,0.0
3181,card 3862,5,5.0,0.0,0.0
3179,card 3860,1,1.0,0.0,0.0
3178,card 386,16,16.0,0.0,0.0
3177,card 3859,3,3.0,0.0,0.0
3176,card 3858,4,4.0,0.0,0.0
3175,card 3857,17,17.0,0.0,0.0
3174,card 3856,5,5.0,0.0,0.0
3173,card 3855,2,2.0,0.0,0.0
3172,card 3854,1,1.0,0.0,0.0
3171,card 3853,5,5.0,0.0,0.0
3170,card 3852,8,8.0,0.0,0.0
3169,card 3851,2,2.0,0.0,0.0
3198,card 3878,1,1.0,0.0,0.0
3199,card 3879,2,2.0,0.0,0.0
3200,card 388,30,30.0,0.0,0.0
3215,card 3893,1,1.0,0.0,0.0
3227,card 3903,10,10.0,0.0,0.0
3226,card 3902,5,5.0,0.0,0.0
3225,card 3901,1,1.0,0.0,0.0
3224,card 3900,7,7.0,0.0,0.0
3223,card 390,43,43.0,0.0,0.0
3222,card 39,29,29.0,0.0,0.0
3221,card 3899,8,8.0,0.0,0.0
3220,card 3898,13,13.0,0.0,0.0
3219,card 3897,9,9.0,0.0,0.0
3218,card 3896,14,14.0,0.0,0.0
3217,card 3895,6,6.0,0.0,0.0
3216,card 3894,2,2.0,0.0,0.0
3214,card 3892,3,3.0,0.0,0.0
3201,card 3880,5,5.0,0.0,0.0
3213,card 3891,1,1.0,0.0,0.0
3212,card 3890,14,14.0,0.0,0.0
3211,card 389,81,81.0,0.0,0.0
3210,card 3889,1,1.0,0.0,0.0
3209,card 3888,8,8.0,0.0,0.0
3208,card 3887,1,1.0,0.0,0.0
3207,card 3886,12,12.0,0.0,0.0
3206,card 3885,4,4.0,0.0,0.0
3205,card 3884,12,12.0,0.0,0.0
3204,card 3883,3,3.0,0.0,0.0
3203,card 3882,8,8.0,0.0,0.0
3202,card 3881,1,1.0,0.0,0.0
3168,card 3850,36,36.0,0.0,0.0
3167,card 385,47,47.0,0.0,0.0
3166,card 3849,1,1.0,0.0,0.0
3121,card 3808,5,5.0,0.0,0.0
3133,card 3819,3,3.0,0.0,0.0
3132,card 3818,2,2.0,0.0,0.0
3131,card 3817,1,1.0,0.0,0.0
3130,card 3816,1,1.0,0.0,0.0
3129,card 3815,3,3.0,0.0,0.0
3128,card 3814,16,16.0,0.0,0.0
3127,card 3813,3,3.0,0.0,0.0
3126,card 3812,12,12.0,0.0,0.0
3125,card 3811,13,13.0,0.0,0.0
3124,card 3810,4,4.0,0.0,0.0
3123,card 381,138,138.0,0.0,0.0
3122,card 3809,1,1.0,0.0,0.0
3120,card 3807,36,36.0,0.0,0.0
3135,card 3820,10,10.0,0.0,0.0
3119,card 3806,2,2.0,0.0,0.0
3118,card 3805,1,1.0,0.0,0.0
3117,card 3804,9,9.0,0.0,0.0
3116,card 3803,7,7.0,0.0,0.0
3115,card 3802,3,3.0,0.0,0.0
3113,card 3800,4,4.0,0.0,0.0
3112,card 380,39,39.0,0.0,0.0
3111,card 38,97,97.0,0.0,0.0
3110,card 3799,5,5.0,0.0,0.0
3109,card 3798,4,4.0,0.0,0.0
3108,card 3797,7,7.0,0.0,0.0
3107,card 3796,16,16.0,0.0,0.0
3134,card 382,51,51.0,0.0,0.0
3136,card 3821,1,1.0,0.0,0.0
3165,card 3848,18,18.0,0.0,0.0
3152,card 3836,6,6.0,0.0,0.0
3164,card 3847,1,1.0,0.0,0.0
3163,card 3846,3,3.0,0.0,0.0
3162,card 3845,10,10.0,0.0,0.0
3161,card 3844,4,4.0,0.0,0.0
3160,card 3843,7,7.0,0.0,0.0
3159,card 3842,4,4.0,0.0,0.0
3158,card 3841,5,5.0,0.0,0.0
3157,card 3840,6,6.0,0.0,0.0
3156,card 384,46,46.0,0.0,0.0
3155,card 3839,1,1.0,0.0,0.0
3154,card 3838,1,1.0,0.0,0.0
3153,card 3837,3,3.0,0.0,0.0
3151,card 3835,7,7.0,0.0,0.0
3137,card 3822,11,11.0,0.0,0.0
3150,card 3834,1,1.0,0.0,0.0
3149,card 3833,11,11.0,0.0,0.0
3148,card 3832,1,1.0,0.0,0.0
3147,card 3831,11,11.0,0.0,0.0
3146,card 3830,10,10.0,0.0,0.0
3145,card 383,2,2.0,0.0,0.0
3144,card 3829,3,3.0,0.0,0.0
3143,card 3828,2,2.0,0.0,0.0
3141,card 3826,6,6.0,0.0,0.0
3140,card 3825,11,11.0,0.0,0.0
3139,card 3824,14,14.0,0.0,0.0
3138,card 3823,3,3.0,0.0,0.0
3481,card 4131,1,1.0,0.0,0.0
3482,card 4132,1,1.0,0.0,0.0
3483,card 4133,1,1.0,0.0,0.0
3795,card 4414,6,6.0,0.0,0.0
3823,card 444,11,11.0,0.0,0.0
3822,card 4439,6,6.0,0.0,0.0
3821,card 4438,3,3.0,0.0,0.0
3820,card 4437,2,2.0,0.0,0.0
3819,card 4436,1,1.0,0.0,0.0
3818,card 4435,6,6.0,0.0,0.0
3817,card 4434,3,3.0,0.0,0.0
3816,card 4433,4,4.0,0.0,0.0
3815,card 4432,1,1.0,0.0,0.0
3814,card 4431,7,7.0,0.0,0.0
3813,card 4430,6,6.0,0.0,0.0
3812,card 443,2,2.0,0.0,0.0
3811,card 4429,18,18.0,0.0,0.0
3810,card 4428,1,1.0,0.0,0.0
3809,card 4427,8,8.0,0.0,0.0
3808,card 4426,10,10.0,0.0,0.0
3807,card 4425,4,4.0,0.0,0.0
3806,card 4424,1,1.0,0.0,0.0
3805,card 4423,5,5.0,0.0,0.0
3804,card 4422,2,2.0,0.0,0.0
3803,card 4421,4,4.0,0.0,0.0
3802,card 4420,4,4.0,0.0,0.0
3801,card 442,155,155.0,0.0,0.0
3800,card 4419,1,1.0,0.0,0.0
3799,card 4418,3,3.0,0.0,0.0
3798,card 4417,1,1.0,0.0,0.0
3797,card 4416,5,5.0,0.0,0.0
3824,card 4440,1,1.0,0.0,0.0
3825,card 4441,2,2.0,0.0,0.0
3826,card 4442,1,1.0,0.0,0.0
3841,card 4456,3,3.0,0.0,0.0
3853,card 4467,8,8.0,0.0,0.0
3852,card 4466,5,5.0,0.0,0.0
